time,ax,ay,az,aT
0.008000,-0.3541,-0.2294,-0.8802,0.976
0.008000,-0.4321,-0.2351,-0.6373,0.805
0.008000,-0.5221,-0.2361,-0.4617,0.736
0.012000,-0.5739,-0.2971,-0.3486,0.734
0.017000,-0.5542,-0.3371,-0.2736,0.704
0.022000,-0.5110,-0.3495,-0.2582,0.671
0.032000,-0.4401,-0.3606,-0.3215,0.653
0.032000,-0.3801,-0.3245,-0.4112,0.647
0.037000,-0.3215,-0.2769,-0.4222,0.599
0.042000,-0.3025,-0.2463,-0.3596,0.531
0.049000,-0.2912,-0.1893,-0.2687,0.439
0.055000,-0.2517,-0.1635,-0.2498,0.391
0.057000,-0.2103,-0.1545,-0.2764,0.380
0.064000,-0.1215,-0.1383,-0.3819,0.424
0.066000,-0.0572,-0.1265,-0.4039,0.427
0.072000,0.0163,-0.1045,-0.3809,0.395
0.076000,0.1016,-0.0603,-0.3488,0.368
0.086000,0.1893,-0.0273,-0.2978,0.354
0.086000,0.1937,-0.0175,-0.2016,0.280
0.090000,0.1294,-0.0428,-0.0818,0.159
0.096000,0.1018,-0.0389,-0.0267,0.112
0.101000,0.0799,-0.0299,-0.0145,0.087
0.106000,0.0775,-0.0706,-0.0453,0.114
0.112000,0.0390,-0.1063,-0.0356,0.119
0.116000,0.0556,-0.1200,0.0050,0.132
0.121000,0.0029,-0.1071,0.0215,0.109
0.127000,-0.0376,-0.1081,-0.0505,0.125
0.130000,-0.0930,-0.1135,-0.0464,0.154
0.136000,-0.1446,-0.1332,0.0315,0.199
0.139000,-0.1208,-0.1627,0.1566,0.256
0.145000,-0.0643,-0.1756,0.3292,0.379
0.150000,-0.0179,-0.1842,0.4633,0.499
0.154000,0.0378,-0.1791,0.4803,0.514
0.168000,0.2007,-0.1171,0.3757,0.442
0.169000,0.3778,-0.1035,0.3575,0.530
0.169000,0.4310,-0.1116,0.3826,0.587
0.176000,0.4136,-0.1150,0.3652,0.564
0.179000,0.3570,-0.1137,0.3555,0.516
0.184000,0.2851,-0.1247,0.3511,0.469
0.189000,0.2858,-0.1360,0.2565,0.407
0.195000,0.2894,-0.1333,0.1361,0.346
0.198000,0.2458,-0.1354,0.0329,0.283
0.203000,0.2381,-0.1469,-0.1706,0.328
0.209000,0.2708,-0.1459,-0.3859,0.493
0.213000,0.2813,-0.0844,-0.4413,0.530
0.218000,0.2838,-0.0697,-0.4425,0.530
0.222000,0.1662,-0.0276,-0.3200,0.362
0.228000,-0.0259,0.0224,-0.1411,0.145
0.233000,0.0367,-0.0686,0.1662,0.183
0.237000,-0.0728,-0.1452,0.3798,0.413
0.243000,-0.1314,-0.1168,0.4022,0.439
0.247000,-0.1727,-0.0291,0.3509,0.392
0.252000,-0.1539,0.0556,0.2785,0.323
0.258000,-0.0877,0.0921,0.1154,0.172
0.262000,-0.0031,0.0904,-0.0332,0.096
0.267000,-0.0202,0.0388,-0.1606,0.166
0.272000,-0.1099,-0.0146,-0.1928,0.222
0.277000,-0.1619,-0.0410,-0.2229,0.278
0.282000,-0.1355,-0.0265,-0.2317,0.270
0.286000,-0.0977,0.0241,-0.1978,0.222
0.301000,-0.0458,0.0175,-0.1569,0.164
0.302000,-0.0440,0.0256,0.0129,0.053
0.302000,-0.0915,0.0645,0.2211,0.248
0.307000,-0.1116,0.0495,0.3126,0.336
0.326000,-0.1019,0.0580,0.3664,0.385
0.327000,-0.0576,0.0871,0.2941,0.312
0.327000,0.0372,0.0677,0.1603,0.178
0.328000,0.0773,0.0481,0.0150,0.092
0.335000,0.0882,0.0429,-0.0704,0.121
0.335000,0.0703,0.0068,-0.0866,0.112
0.342000,0.0258,0.0092,-0.1172,0.120
0.344000,-0.0717,0.0238,-0.0572,0.095
0.350000,-0.1503,0.0147,0.0741,0.168
0.354000,-0.1453,0.0917,0.1239,0.212
0.359000,-0.1903,0.1067,0.1856,0.286
0.364000,-0.3212,0.0045,0.2735,0.422
0.369000,-0.2684,-0.0737,0.1820,0.333
0.375000,-0.1542,-0.1134,0.0020,0.191
0.379000,-0.0201,-0.1286,-0.1161,0.174
0.384000,0.0931,-0.1072,-0.2587,0.295
0.397000,0.1471,-0.0728,-0.3661,0.401
0.397000,0.1160,-0.0082,-0.3619,0.380
0.398000,0.0477,0.0098,-0.2918,0.296
0.405000,-0.0259,0.0218,-0.2653,0.267
0.411000,-0.0546,0.0650,-0.2103,0.227
0.413000,-0.0358,0.1059,-0.1843,0.216
0.419000,0.0142,0.1282,-0.0795,0.152
0.423000,-0.0408,0.0550,0.0730,0.100
0.428000,-0.0830,0.0248,0.2734,0.287
0.434000,-0.1001,-0.0037,0.4358,0.447
0.438000,-0.0655,0.0148,0.5175,0.522
0.443000,-0.0533,0.0107,0.5952,0.598
0.447000,0.0131,0.0152,0.6689,0.669
0.452000,0.0525,-0.0414,0.7338,0.737
0.458000,-0.0260,-0.0924,0.7590,0.765
0.462000,-0.1362,-0.1263,0.8021,0.823
0.467000,-0.1681,-0.1472,0.7505,0.783
0.472000,-0.1938,-0.1508,0.6020,0.650
0.477000,-0.1851,-0.2107,0.3638,0.459
0.482000,-0.0734,-0.2073,0.0690,0.230
0.507000,0.0740,-0.1491,-0.2705,0.318
0.508000,0.2449,-0.1169,-0.5667,0.628
0.509000,0.3527,-0.0715,-0.7747,0.854
0.510000,0.4736,0.0162,-0.8996,1.017
0.510000,0.4616,-0.0256,-0.8414,0.960
0.511000,0.3310,-0.1921,-0.6864,0.786
0.519000,0.1444,-0.3165,-0.4702,0.585
0.521000,0.0122,-0.3394,-0.2597,0.428
0.527000,0.0038,-0.1873,-0.0953,0.210
0.530000,-0.0025,-0.0256,0.0807,0.085
0.535000,0.0152,0.0929,0.2087,0.229
0.546000,0.1316,0.1680,0.2698,0.344
0.546000,0.1676,0.1688,0.3025,0.385
0.549000,0.1309,0.0929,0.3213,0.359
0.562000,0.0551,0.0335,0.2928,0.300
0.564000,0.1125,0.0479,0.3126,0.336
0.564000,0.0400,0.0809,0.4978,0.506
0.581000,-0.1076,0.0937,0.6476,0.663
0.582000,-0.1630,0.0953,0.6450,0.672
0.582000,-0.1486,0.0642,0.5022,0.528
0.584000,-0.1246,0.0485,0.2956,0.324
0.597000,-0.0695,0.0607,0.1517,0.177
0.597000,0.0241,0.0176,-0.0612,0.068
0.598000,0.2013,0.0079,-0.2114,0.292
0.614000,0.3733,0.0438,-0.2756,0.466
0.615000,0.4806,0.0873,-0.2131,0.533
0.615000,0.5476,0.1025,-0.1579,0.579
0.618000,0.5294,0.1062,-0.0670,0.544
0.631000,0.5005,0.1197,0.0074,0.515
0.632000,0.4278,0.0972,0.1060,0.451
0.633000,0.3208,0.0314,0.1427,0.353
0.647000,0.2940,-0.0227,0.0580,0.300
0.647000,0.1771,-0.0554,-0.0240,0.187
0.647000,0.1038,-0.0811,-0.1296,0.185
0.669000,0.0280,-0.0779,-0.2733,0.286
0.670000,-0.0244,-0.1125,-0.3765,0.394
0.670000,-0.0660,-0.1489,-0.3200,0.359
0.671000,-0.0821,-0.1774,-0.2759,0.338
0.672000,-0.0204,-0.1602,-0.2011,0.258
0.677000,-0.0286,-0.1570,-0.1435,0.215
0.682000,-0.0085,-0.1369,0.0286,0.140
0.686000,-0.0481,-0.1193,0.1550,0.201
0.691000,-0.0202,-0.0994,0.2432,0.264
0.696000,0.0749,-0.0993,0.2719,0.299
0.702000,0.1586,-0.1117,0.3534,0.403
0.706000,0.2095,-0.1363,0.3754,0.451
0.711000,0.1920,-0.1471,0.3811,0.451
0.719000,0.1543,-0.1297,0.4183,0.464
0.722000,0.1396,-0.1032,0.3867,0.424
0.726000,0.0758,-0.1940,0.2743,0.344
0.730000,0.1637,-0.0886,0.0690,0.198
0.736000,0.2086,0.0193,0.0792,0.224
0.741000,0.2748,0.0745,0.1609,0.327
0.745000,0.3099,0.0913,0.2713,0.422
0.751000,0.2499,0.0531,0.3076,0.400
0.756000,0.1408,-0.0138,0.3107,0.341
0.761000,0.1045,-0.0354,0.3858,0.401
0.765000,0.1359,-0.0335,0.3871,0.412
0.792000,0.2200,0.0203,0.4293,0.483
0.795000,0.2626,0.0472,0.6340,0.688
0.795000,0.1947,0.0825,0.7286,0.759
0.796000,0.1937,0.1818,0.4362,0.511
0.796000,0.1159,0.1969,-0.0397,0.232
0.796000,-0.0778,0.1619,-0.3958,0.435
0.799000,-0.1584,0.1154,-0.5967,0.628
0.805000,-0.1761,0.0888,-0.6332,0.663
0.809000,-0.1594,0.0632,-0.5844,0.609
0.813000,-0.0937,0.0456,-0.5601,0.570
0.818000,-0.0176,0.0622,-0.4792,0.484
0.827000,0.0096,0.0436,-0.3678,0.371
0.828000,0.0192,0.0276,-0.2211,0.224
0.834000,0.0427,0.0164,-0.0389,0.060
0.841000,0.0399,0.0312,0.0405,0.065
0.842000,0.0254,0.0335,0.1008,0.109
0.847000,0.0471,0.0639,0.1279,0.151
0.857000,0.0813,0.0604,0.0645,0.120
0.861000,0.1254,0.0471,-0.0750,0.154
0.862000,0.1100,0.0266,-0.1092,0.157
0.876000,0.1090,-0.0009,-0.1266,0.167
0.877000,0.0579,0.0104,-0.0940,0.111
0.878000,-0.0195,0.0292,-0.0735,0.081
0.895000,-0.0160,0.0699,-0.0748,0.104
0.897000,-0.0276,0.0345,-0.0382,0.058
0.898000,-0.0426,0.0115,0.0337,0.056
0.899000,-0.0231,-0.0470,0.0572,0.078
0.905000,-0.0098,-0.0620,0.0181,0.065
0.907000,0.0139,-0.0096,-0.0408,0.044
0.913000,0.0435,0.0673,-0.0213,0.083
0.917000,0.0411,0.0585,0.0766,0.105
0.921000,0.0571,-0.0072,0.1693,0.179
0.925000,0.1250,-0.0874,0.1709,0.229
0.930000,0.1781,-0.1006,0.1509,0.254
0.937000,0.2428,-0.0900,0.1668,0.308
0.940000,0.2456,-0.0316,0.2185,0.330
0.945000,0.2226,-0.0259,0.2991,0.374
0.952000,0.1266,-0.0514,0.3655,0.390
0.955000,-0.0112,-0.0796,0.3845,0.393
0.960000,-0.0666,-0.1325,0.3849,0.412
0.966000,-0.0876,-0.0858,0.3691,0.389
0.972000,-0.0911,-0.0566,0.3585,0.374
0.975000,-0.0650,-0.0472,0.3676,0.376
0.980000,-0.0359,-0.0552,0.3005,0.308
0.985000,-0.0351,-0.0852,0.2530,0.269
0.990000,-0.0270,-0.0678,0.1173,0.138
0.996000,-0.0384,-0.0578,-0.0397,0.080
1.000000,-0.0862,-0.0166,-0.2088,0.226
1.005000,-0.0871,-0.0179,-0.3517,0.363
1.010000,-0.0916,-0.0087,-0.4377,0.447
1.015000,-0.1476,0.0110,-0.4001,0.427
1.021000,-0.1163,0.0292,-0.3202,0.342
1.025000,-0.1337,0.0863,-0.2002,0.256
1.030000,-0.0559,0.0840,-0.0520,0.113
1.039000,0.0075,0.0745,0.1319,0.152
1.039000,0.0090,0.0360,0.2154,0.219
1.043000,-0.0390,0.0066,0.3016,0.304
1.051000,-0.0954,0.0101,0.3212,0.335
1.053000,-0.1172,0.0366,0.3223,0.345
1.058000,-0.1165,0.0216,0.2475,0.274
1.063000,-0.1555,-0.0325,0.0944,0.185
1.066000,-0.1819,-0.0629,-0.0629,0.203
1.072000,-0.2130,-0.0766,-0.2033,0.304
1.077000,-0.1774,-0.0565,-0.3102,0.362
1.083000,-0.1332,-0.0887,-0.3743,0.407
1.088000,-0.0974,-0.1299,-0.3911,0.423
1.092000,-0.0722,-0.1419,-0.3676,0.401
1.098000,-0.1050,-0.1319,-0.2298,0.285
1.102000,0.0484,-0.0165,-0.1042,0.116
1.107000,0.1254,0.0105,0.0068,0.126
1.111000,0.1480,-0.0463,0.1370,0.207
1.118000,0.1667,-0.0985,0.2985,0.356
1.122000,0.2152,-0.0842,0.2619,0.349
1.127000,0.2691,-0.0561,0.1875,0.333
1.132000,0.2421,-0.0666,0.1421,0.289
1.136000,0.2443,-0.0821,0.1185,0.284
1.141000,0.2423,-0.1358,0.1237,0.304
1.145000,0.1904,-0.1846,-0.0025,0.265
1.151000,0.2174,-0.1160,-0.0975,0.265
1.155000,0.2083,-0.1213,-0.1806,0.301
1.160000,0.2323,-0.0831,-0.2041,0.320
1.175000,0.1843,-0.0731,-0.1847,0.271
1.176000,0.0647,-0.0913,-0.1847,0.216
1.176000,-0.0024,-0.1138,-0.1300,0.173
1.192000,-0.0914,-0.1386,-0.1328,0.213
1.193000,-0.0683,-0.1609,-0.1334,0.220
1.195000,-0.0577,-0.1615,-0.1436,0.224
1.196000,-0.0520,-0.1619,-0.0656,0.182
1.201000,-0.0629,-0.1310,0.0792,0.166
1.204000,-0.0591,-0.1290,0.1666,0.219
1.209000,-0.0672,-0.1512,0.1704,0.238
1.222000,-0.0321,-0.0904,0.0526,0.109
1.223000,-0.0233,-0.0656,0.1070,0.128
1.223000,-0.0047,-0.0556,0.2141,0.221
1.235000,0.0574,-0.0412,0.2091,0.221
1.236000,0.0988,-0.0105,0.2140,0.236
1.238000,0.0361,-0.0138,0.3770,0.379
1.243000,0.0013,-0.0034,0.3852,0.385
1.250000,-0.0488,-0.0273,0.4012,0.405
1.253000,-0.0067,-0.0303,0.3747,0.376
1.257000,-0.0371,0.0137,0.4541,0.456
1.268000,-0.1057,0.0644,0.5797,0.593
1.268000,-0.1828,0.1693,0.7947,0.833
1.272000,-0.3131,0.1296,0.9250,0.985
1.288000,-0.4487,-0.0289,1.1859,1.268
1.289000,-0.4380,-0.0505,1.2576,1.333
1.290000,-0.2660,0.0046,1.1597,1.190
1.292000,-0.2242,0.0288,1.1674,1.189
1.318000,-0.1201,0.0628,1.3958,1.402
1.318000,0.0521,0.0490,1.4748,1.476
1.318000,0.3819,0.1401,1.8448,1.889
1.319000,0.7835,0.1275,2.2841,2.418
1.319000,1.2416,-0.0030,2.4490,2.746
1.321000,1.6158,-0.0964,2.5823,3.048
1.327000,1.8365,-0.2321,2.8997,3.440
1.331000,1.9843,-0.3671,2.9853,3.603
1.336000,2.1053,-0.4592,2.6056,3.381
1.340000,2.0517,-0.6306,2.4470,3.255
1.346000,1.9935,-0.7492,2.4403,3.239
1.352000,2.0572,-0.8194,2.1340,3.075
1.356000,2.0285,-0.9434,1.8679,2.914
1.361000,1.9204,-1.1203,1.4837,2.673
1.366000,1.6616,-1.2879,1.1052,2.375
1.370000,1.4576,-1.4174,0.7174,2.156
1.376000,1.5213,-1.3827,0.4460,2.104
1.395000,1.5956,-1.3795,0.2832,2.128
1.396000,1.6657,-1.3831,0.1781,2.172
1.397000,1.7939,-1.2640,0.0421,2.195
1.397000,1.8559,-1.0692,-0.1012,2.144
1.403000,1.6992,-0.9485,-0.2017,1.956
1.407000,1.6114,-0.8820,-0.3694,1.874
1.410000,1.6377,-0.7996,-0.6692,1.941
1.415000,1.5451,-0.7765,-1.0739,2.036
1.419000,1.3843,-0.8152,-1.5210,2.212
1.425000,1.0081,-0.9914,-2.1631,2.584
1.429000,0.5708,-1.1139,-2.7960,3.063
1.434000,0.4140,-0.9931,-3.3067,3.477
1.439000,0.5545,-0.6979,-3.7606,3.865
1.445000,0.6697,-0.5032,-3.9910,4.078
1.449000,0.6214,-0.4350,-3.8288,3.903
1.452000,0.3771,-0.4814,-3.4203,3.474
1.457000,0.0051,-0.5858,-2.9002,2.959
1.463000,-0.0225,-0.5122,-2.3411,2.397
1.467000,0.0669,-0.4432,-1.7376,1.794
1.472000,0.2182,-0.3748,-1.2565,1.329
1.478000,0.0938,-0.3721,-0.6565,0.760
1.483000,-0.2669,-0.4746,-0.0140,0.545
1.488000,-0.3717,-0.5469,0.3584,0.752
1.503000,-0.3018,-0.5462,0.5172,0.811
1.505000,-0.1862,-0.4531,0.6042,0.778
1.506000,-0.0206,-0.3868,0.8097,0.898
1.530000,0.0752,-0.4286,0.8325,0.939
1.531000,-0.0425,-0.5398,0.6981,0.883
1.532000,-0.2351,-0.8921,0.4874,1.043
1.532000,-0.3570,-1.1537,0.3944,1.270
1.533000,-0.3732,-1.2582,0.1005,1.316
1.533000,-0.3800,-1.3995,-0.1897,1.463
1.537000,-0.3012,-1.4031,-0.3338,1.473
1.543000,-0.2804,-1.3527,-0.3754,1.432
1.547000,-0.1239,-1.4631,-0.5814,1.579
1.553000,0.0388,-1.5964,-1.2402,2.022
1.555000,-0.0056,-1.6161,-1.6012,2.275
1.560000,0.0755,-1.3601,-1.8093,2.265
1.565000,0.2513,-0.9406,-1.8216,2.065
1.571000,0.4727,-0.4883,-1.6233,1.760
1.576000,0.5326,-0.1485,-1.2275,1.346
1.580000,0.4272,0.0699,-0.6971,0.821
1.586000,0.1546,0.1888,-0.2291,0.335
1.590000,-0.1512,0.2485,0.1350,0.321
1.595000,-0.4118,0.2415,0.1568,0.503
1.600000,-0.4724,0.2536,0.0606,0.540
1.604000,-0.4027,0.3204,-0.1853,0.547
1.610000,-0.4252,0.2699,-0.4243,0.659
1.615000,-0.0879,0.4227,-0.8108,0.919
1.620000,-0.2895,0.4538,-0.7731,0.942
1.624000,-0.0659,0.5378,-0.8440,1.003
1.629000,0.1196,0.6249,-1.3823,1.522
1.634000,0.2483,0.6604,-1.7481,1.885
1.639000,0.1751,0.6657,-1.7514,1.882
1.645000,0.1202,0.6168,-2.0565,2.150
1.650000,0.9567,0.8225,-3.2491,3.485
1.654000,1.6817,1.1330,-4.2843,4.740
1.678000,1.6878,1.3629,-4.4310,4.934
1.680000,1.3709,1.3595,-4.1993,4.622
1.682000,0.7696,1.0582,-3.7059,3.930
1.684000,0.1128,0.6589,-3.0909,3.162
1.685000,-0.3685,0.2992,-2.4869,2.532
1.687000,-0.6570,0.0613,-2.4296,2.518
1.690000,-0.6913,-0.0317,-2.7915,2.876
1.701000,-0.6056,0.0271,-3.1809,3.238
1.704000,-0.5426,0.1733,-3.3576,3.406
1.705000,-0.3988,0.3815,-3.2164,3.263
1.709000,-0.1738,0.5424,-1.9824,2.063
1.711000,0.0323,0.5424,-0.6599,0.855
1.718000,0.5328,0.5142,0.0511,0.742
1.722000,1.0579,0.4849,0.5398,1.283
1.727000,1.3018,0.3978,1.1568,1.786
1.732000,1.2503,0.2697,2.0641,2.428
1.736000,0.9291,0.2080,2.9060,3.058
1.743000,0.3852,0.1782,3.4080,3.434
1.746000,-0.1384,0.1652,3.1390,3.146
1.751000,-0.5756,0.2491,2.1329,2.223
1.759000,-0.8793,0.4552,1.4257,1.736
1.762000,-1.1626,0.5983,0.9515,1.617
1.766000,-1.2449,0.5507,0.6492,1.508
1.771000,-1.2416,0.2643,0.2071,1.286
1.775000,-1.4061,-0.0436,-0.0509,1.408
1.781000,-1.7532,-0.2325,-0.0233,1.769
1.784000,-1.8511,-0.4256,0.1492,1.905
1.789000,-1.6071,-0.5511,0.3140,1.728
1.794000,-1.4349,-0.7546,-0.1621,1.629
1.799000,-1.2912,-0.9333,-0.2953,1.620
1.805000,-1.0521,-1.2238,0.2438,1.632
1.809000,-0.9302,-1.5610,0.1422,1.823
1.814000,-0.6103,-1.7304,-0.3876,1.875
1.818000,-0.0337,-1.7549,-0.8884,1.967
1.824000,0.6140,-1.6863,-1.0937,2.102
1.828000,1.1688,-1.5743,-1.1652,2.281
1.833000,1.4320,-1.3358,-1.2518,2.324
1.839000,1.6053,-1.0233,-1.4879,2.416
1.844000,1.7112,-0.6316,-1.7430,2.523
1.848000,1.9032,-0.2178,-1.6923,2.556
1.853000,2.1046,0.1535,-1.2299,2.442
1.862000,2.0977,0.1986,-0.2872,2.127
1.863000,1.8051,-0.4724,0.9923,2.113
1.869000,1.7172,-1.2406,0.3196,2.142
1.882000,1.8738,-1.1463,-1.6099,2.723
1.884000,1.9795,-1.0244,-1.9500,2.961
1.884000,2.0515,-1.0273,-1.0098,2.507
1.893000,1.9632,-1.1300,0.0901,2.267
1.894000,2.3624,-0.6505,1.0326,2.659
1.897000,2.6588,-0.0019,1.8974,3.266
1.905000,2.5713,-0.1707,1.6012,3.034
1.908000,1.8847,-1.0444,1.0924,2.416
1.912000,0.8604,-2.4357,0.9783,2.762
1.916000,0.9801,-3.0774,0.6253,3.290
1.922000,1.8210,-2.7945,0.6200,3.393
1.927000,2.6253,-2.3954,0.8527,3.655
1.931000,3.2698,-2.1666,0.7432,3.992
1.937000,3.6212,-2.1296,0.7557,4.268
1.942000,3.5678,-2.2024,0.8320,4.275
1.946000,3.4010,-2.2015,0.9262,4.156
1.951000,3.1644,-2.1527,0.9545,3.944
1.961000,2.8391,-2.2088,0.9150,3.712
1.963000,0.5038,-1.2017,1.7327,2.168
1.965000,1.2252,-0.3183,1.1386,1.703
1.974000,-0.7720,-0.0447,-2.4293,2.549
1.978000,-0.1052,0.0541,-2.4879,2.491
1.981000,-0.0602,0.2813,-2.2649,2.283
1.991000,0.3153,-0.2495,-0.9817,1.061
1.993000,0.1324,-0.9127,-0.4088,1.009
1.996000,-0.4440,-1.2276,-0.3093,1.342
2.000000,-1.1234,-1.3316,-0.1490,1.749
2.014000,-1.5390,-1.4813,-0.3524,2.165
2.015000,-1.6225,-1.6148,-0.4770,2.338
2.017000,-1.6617,-1.6175,-0.4942,2.371
2.029000,-1.7454,-1.5015,-0.3808,2.334
2.030000,-1.8582,-1.3991,-0.2185,2.336
2.031000,-1.9337,-1.2673,-0.1438,2.316
2.034000,-1.9006,-1.0801,-0.0412,2.186
2.039000,-1.7903,-0.8613,-0.0077,1.987
2.044000,-1.6120,-0.6898,-0.1453,1.759
2.048000,-1.5042,-0.5915,-0.2312,1.633
2.053000,-1.5261,-0.6261,-0.1334,1.655
2.058000,-1.5917,-0.7338,-0.0330,1.753
2.063000,-1.6483,-0.8644,0.0829,1.863
2.069000,-1.6028,-0.9632,0.3752,1.907
2.073000,-1.5337,-1.0779,1.3132,2.289
2.077000,-1.5910,-1.2469,1.4956,2.515
2.082000,-1.8198,-1.4462,0.7058,2.429
2.087000,-2.1891,-1.5517,-0.2241,2.693
2.093000,-2.6609,-1.5922,-0.6128,3.161
2.097000,-2.9297,-1.6183,-0.9260,3.473
2.112000,-3.0962,-1.6130,-1.2968,3.724
2.114000,-3.1531,-1.4949,-1.4994,3.798
2.124000,-3.1216,-1.3234,-1.7115,3.798
2.125000,-3.0227,-1.1674,-1.8282,3.720
2.126000,-2.8631,-1.0004,-1.7326,3.493
2.127000,-2.7622,-0.9225,-1.4603,3.258
2.133000,-2.7028,-0.9288,-1.2472,3.118
2.140000,-2.5704,-0.8856,-1.0351,2.909
2.141000,-2.4801,-0.7048,-0.9473,2.747
2.145000,-2.2054,-0.5112,-0.9737,2.464
2.162000,-1.7919,-0.3123,-0.8820,2.021
2.162000,-1.5528,-0.0791,-0.7207,1.714
2.163000,-1.2844,0.1956,-0.3842,1.355
2.165000,-0.9699,0.5090,0.1737,1.109
2.177000,-0.6779,0.7871,0.2895,1.078
2.178000,-0.3077,1.0729,0.1649,1.128
2.180000,0.0745,1.3955,-0.1401,1.404
2.197000,0.5791,1.7477,-0.3601,1.876
2.198000,1.2209,2.1084,-0.4664,2.481
2.199000,1.7978,2.3585,-0.2914,2.980
2.200000,2.2344,2.4741,0.1443,3.337
2.211000,2.3907,2.4578,0.3309,3.445
2.212000,2.2142,2.2854,-0.1608,3.186
2.214000,1.8285,2.1095,-0.4823,2.833
2.229000,1.4473,1.9916,-0.7104,2.562
2.230000,1.3229,1.8975,-1.1324,2.575
2.231000,1.2728,1.8225,-1.4906,2.676
2.250000,1.1344,1.7570,-1.6326,2.653
2.251000,1.0747,1.5887,-1.6117,2.505
2.251000,0.9593,1.3438,-1.4764,2.215
2.251000,0.8046,1.1205,-1.4873,2.029
2.259000,0.6412,0.9066,-1.7576,2.079
2.260000,0.5456,0.7718,-1.8744,2.099
2.263000,0.5466,0.7403,-1.8053,2.026
2.273000,0.4985,0.7026,-1.5080,1.737
2.274000,0.4068,0.5631,-1.0876,1.291
2.277000,0.2406,0.2410,-0.6154,0.703
2.290000,0.0545,-0.1254,-0.6363,0.651
2.290000,-0.0416,-0.3637,-0.9352,1.004
2.292000,-0.0467,-0.4766,-1.0117,1.119
2.297000,-0.0163,-0.4761,-1.0823,1.182
2.310000,0.1494,-0.3457,-1.3848,1.435
2.312000,0.3831,-0.0925,-1.5259,1.576
2.312000,0.7923,0.1905,-1.5401,1.742
2.326000,1.1452,0.4411,-1.2796,1.773
2.326000,1.3394,0.5855,-0.8874,1.710
2.327000,1.4106,0.5609,-0.6063,1.635
2.343000,1.3161,0.4031,-0.3728,1.426
2.343000,1.1750,0.2643,-0.5245,1.314
2.344000,0.9096,0.0955,-0.5779,1.082
2.346000,0.4782,-0.0473,-0.4299,0.645
2.369000,-0.0245,-0.0913,-0.3755,0.387
2.370000,-0.4272,-0.1048,-0.5095,0.673
2.370000,-0.7312,-0.1725,-0.5017,0.903
2.370000,-0.9325,-0.3527,-0.4499,1.094
2.381000,-1.0439,-0.6196,-0.3941,1.276
2.382000,-1.1419,-0.8681,-0.4012,1.489
2.383000,-1.1642,-1.0000,-0.5860,1.643
2.385000,-1.1154,-1.0028,-0.3925,1.550
2.390000,-1.0016,-1.0332,-0.1274,1.445
2.395000,-0.8357,-1.0324,-0.2333,1.349
2.401000,-0.8552,-0.9436,-0.4266,1.343
2.410000,-0.9126,-0.7748,-0.5032,1.299
2.411000,-0.8631,-0.5319,-0.5858,1.171
2.416000,-0.7964,-0.3119,-0.5722,1.029
2.420000,-0.7639,-0.0995,-0.5463,0.944
2.425000,-0.8385,0.1661,-0.4725,0.977
2.429000,-0.7805,0.4969,-0.5205,1.062
2.435000,-0.7278,0.9557,-0.4390,1.279
2.439000,-0.8063,1.4137,-0.2425,1.645
2.445000,-0.9521,1.7650,-0.0098,2.005
2.452000,-1.2071,2.1321,-0.0269,2.450
2.454000,-1.3880,2.4428,-0.0279,2.810
2.458000,-1.5190,2.5103,0.0182,2.934
2.472000,-1.7157,2.3821,0.4725,2.973
2.473000,-1.9493,2.1607,1.2843,3.181
2.476000,-2.1390,1.9290,1.8218,3.408
2.481000,-2.3492,1.6423,1.7036,3.334
2.487000,-2.5613,1.3742,1.7546,3.395
2.488000,-2.8702,1.1856,1.7265,3.553
2.493000,-3.1310,1.0589,1.5426,3.648
2.498000,-3.4264,1.0124,1.2793,3.795
2.503000,-3.6714,0.9401,0.9188,3.900
2.508000,-3.9123,0.8059,0.4699,4.022
2.512000,-4.1689,0.7719,0.0270,4.240
2.516000,-4.2362,0.9195,-0.0406,4.335
2.521000,-4.0878,1.1459,0.0611,4.246
2.526000,-3.9118,1.3680,0.0979,4.145
2.534000,-3.8588,1.5789,0.0939,4.170
2.537000,-3.6842,1.7578,0.1272,4.084
2.541000,-3.5451,1.9174,0.2315,4.037
2.547000,-3.5219,2.1203,0.3446,4.125
2.552000,-3.5184,2.3696,0.6048,4.285
2.557000,-3.4938,2.6410,0.9489,4.481
2.562000,-3.2822,2.8780,1.1121,4.505
2.569000,-2.9813,3.0188,0.9878,4.356
2.571000,-2.8195,3.0477,1.0256,4.277
2.575000,-2.6649,2.9864,1.3165,4.213
2.582000,-2.4143,2.7851,1.4232,3.951
2.585000,-2.1581,2.4301,1.2961,3.499
2.590000,-1.9581,2.0388,1.0755,3.025
2.602000,-1.7758,1.7241,0.9445,2.649
2.604000,-1.5846,1.4332,0.7727,2.272
2.611000,-1.4085,1.1185,0.8368,1.984
2.612000,-1.3598,0.7273,1.0910,1.889
2.626000,-1.5175,0.4362,1.3009,2.046
2.627000,-1.6413,0.2754,1.4700,2.220
2.627000,-1.6264,0.0891,1.5526,2.250
2.629000,-1.7080,-0.1471,1.4630,2.254
2.634000,-1.8916,-0.4120,1.4449,2.416
2.638000,-1.9629,-0.6129,1.2306,2.396
2.643000,-1.7723,-0.6905,1.1543,2.225
2.649000,-1.4611,-0.6616,1.1466,1.972
2.654000,-1.0556,-0.7102,1.0876,1.674
